,text
1562,the acquisition is part of ramirent 's central and eastern european growth strategy .
1563,"the company is headquartered in sievi , finland , and is listed on the nordic exchange in helsinki ."
1564,mr skogster currently serves as the manager responsible for abb oy 's system modules for low voltage drives .
1565,it also turned to earnings per share ( eps ) of eur 0.08 versus loss per share of eur 0.04 .
1566,"with the second phase of the new innova building , tecnopolis presence in jyvaskyla will increase to a total of approximately 62,000 floor square meters ."
1567,"yit corporation sept. 24 , 2007 at 13:30 corporate release stock exchange release yit 's capital markets day in london , sept. 26 , 2007 on wednesday , september 26 , 2007 , yit will hold a capital markets day for investors and analysts in london ."
1568,finnish construction company yit hel : yty1v said it had agreed to take over german facility engineering and facility systems firm caverion for eur73m usd90 .3 m .
1569,"the finnish government announced wednesday that it sold a 32 percent stake in chemicals and fertilizer group kemira oyj for (  x20ac ) 655.6 million ( $ 890us million ) , sending the company 's share price up 6 percent ."
1570,elcoteq 's revenues in 2007 were approximately eur 120 million .
1571,"the total investment in the company will be eur58m , of which wartsila 's share will be eur29m ."
1572,"in total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said ."
1573,"st. petersburg , oct 14 ( prime-tass ) -- finnish tire producer nokian tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of vsevolozhsk in russia 's leningrad region in 2011 , the company 's president kim gran told reporters thursday ."
1574,"section : regional news - the demand in finnair 's asian traffic , measured in passenger kilometers , was up 34.9 % in august compare to last year ."
1575,facades in riga 8 march 2010 - finnish construction company yit oyj hel : yty1v said today that it will build the frame and the facades in a tower construction project in riga .
1576,"the orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 teus ."
1577,"upon completion , keskuskatu will form the backbone of helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts ."
1578,"this implementation is very important to the operator , since it is about to launch its fixed-to-mobile convergence service in brazil see brazil : 8 may 2006 : ."
1579,the following information was released by comptel : tomorrow the chairman of the federal communications commission is scheduled to deliver the national broadband plan to congress .
1580,the studies are expected to start in 2008 .
1581,finnish forest machinery manufacturer ponsse has agreed with volvo on the start of cooperation in latin america .
1582,"` ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says onodi stefan , general manager of arxikon construction company srl , which is ruukki 's customer ."
1583,"selects third party logistics leader transplace for best-in-class technology , procurement capabilities ; leading specialty packaging manufacturer employs complete 3pl solution for supply chain visibility and transportation efficiency to increase service levels and on-time deliveries"
1584,"glaston , headquartered in tampere , finland , is a growing , international glass technology company ."
1585,swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in march .
1586,earnings per share eps in the first quarter amounted to a loss of eur0 .20 .
1587,airvana 's umts home base station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .
1588,the annual value of the contracts is estimated at usd 2mn over the next three years .
1589,"the report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors ."
1590,the order was worth eur 8mn .
1591,"russia accounted for 9 % of the lagardere magazine division 's revenue , or eur 114.40 mn ( usd 148.11 mn ) in 2009 , the usa - for 18 % ."
1592,the business section also includes ahlstrom 's sustainability report .
1593,"is planning to expand its product portfolio in the harbor segment , chief executive pekka lundmark told financial times deutschland ."
1594,"in 2007 , alma media 's operating profit was about eur 53mn ."
1595,"motorola accounted for 11.5 percent of the south korean handset market as of the end of april , samsung held 55 percent and lg electronics 19 percent , according to korea-based atlas research group ."
1596,"finnish it consultancy satama interactive oyj said on november 13 , 2006 that jarmo lonnfors took up the position of ceo ."
1597,ebit margin was up from 1.4 % to 5.1 % .
1598,"of these shares 29,659,239 are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 ."
1599,"finnish technology group aspocomp group oyj ( omx helsinki : acg1v ) issued its third quarter report on thursday ( 13 november ) , posting an operating profit of eur0 .4 m , as compared to a loss of eur0 .5 m in the third quarter of 2007 ."
